"","gender","age","workerid","mean.acc","mean.RT","mean.mathmot","mean.mathanx","mean.genanx","pvt","z.RT","z.pvt","z.mathmot","z.mathanx","z.genanx"
"30","female",27,"anon122",0.583333333333333,2.587875,2,2.83333333333333,2.95,22.5410165998487,-1.20719854076568,0.0766985307873527,-0.662758064264971,0.778183810933412,1.343728441563
"31","female",27,"anon236",0.875,4.15975,4,1.8,1.3,21.0349179638199,0.040355581818569,-0.0458935865060743,1.92199838636842,-0.57094890485775,-1.20406804323118
"32","female",27,"anon26",0.833333333333333,4.99470833333333,2.66666666666667,2.9,2,16.6843242431573,0.703039135495594,-0.400019460430144,0.198827419279491,0.865224631307035,-0.123184686045767
"33","female",27,"anon268",1,6.32041666666667,4,1.83333333333333,3.2,15.8217417100666,1.75521751901483,-0.470231209210925,1.92199838636842,-0.527428494670938,1.72975821198636
"34","female",27,"anon344",0.916666666666667,3.63891666666667,3,2.46666666666667,1.9,25.1906473996382,-0.373015565492315,0.292370892491743,0.629620161051723,0.299459298878484,-0.277596594215112
"35","female",27,"anon401",1,4.4805,3,1.96666666666667,2.45,22.3189376185694,0.294926069178504,0.0586219374818943,0.629620161051723,-0.353346853923692,0.571668900716282
"36","female",28,"anon215",0.916666666666667,3.17470833333333,3,2.16666666666667,1.75,28.8740435473075,-0.74144500166756,0.592188794036292,0.629620161051723,-0.0922243928028217,-0.509214456469128
"37","female",28,"anon219",0.625,5.6845,1,3.56666666666667,3.55,10.9948104494679,1.25050788299413,-0.863129595220318,-1.95513628958167,1.73563283504327,2.27019989057907
"38","female",28,"anon237",0.833333333333333,4.79041666666667,4,1,1.65,17.3958423936679,0.540898436674372,-0.342103919922257,1.92199838636842,-1.61543874934123,-0.663626364638472
"39","female",28,"anon331",0.666666666666667,5.50808695652174,1.66666666666667,3.46666666666667,2.85,12.1034157944314,1.11049368360236,-0.77289229387049,-1.0935508060372,1.60507160448283,1.18931653339366
"40","female",28,"anon358",0.833333333333333,2.65858333333333,2.33333333333333,2.53333333333333,1.75,31.3450145754318,-1.15107927380675,0.793318761796716,-0.23196532249274,0.386500119252107,-0.509214456469128
"41","female",28,"anon367",0.666666666666667,3.84241666666667,2,2.8,1.95,17.3501919364983,-0.211503190815006,-0.345819736447125,-0.662758064264971,0.7346634007466,-0.20039064013044
"42","female",28,"anon369",0.791666666666667,3.19904166666667,3.33333333333333,1.76666666666667,2.55,24.7469945426365,-0.722132301665195,0.256258820027135,1.06041290282395,-0.614469315044561,0.726080808885626
"43","female",28,"anon392",0.75,3.06039130434783,2,2.86666666666667,2.15,24.5066700762903,-0.832175295611068,0.236697096470654,-0.662758064264971,0.821704221120223,0.108433176208249
"44","female",28,"anon51",0.458333333333333,4.496125,2.33333333333333,2.46666666666667,2.7,10.1939633202665,0.307327203597831,-0.928316258861438,-0.23196532249274,0.299459298878484,0.957698671139643
"45","female",29,"anon364",1,4.922625,2,2.1,3.15,20.3143647952058,0.645828568707767,-0.104544551622021,-0.662758064264971,-0.179265213176445,1.65255225790169
"46","female",29,"anon395",0.875,3.50004166666667,3,1.3,1.65,24.9997023844954,-0.483236848211289,0.276828514899066,0.629620161051723,-1.22375505765992,-0.663626364638472
"47","female",29,"anon40",0.958333333333333,4.32754166666667,2,2.5,1.75,22.1449822358729,0.173527230636244,0.044462467332202,-0.662758064264971,0.342979709065295,-0.509214456469128
"48","female",29,"anon67",0.833333333333333,5.71866666666667,4,1.7,1.05,14.5721613429704,1.27762503025772,-0.571943473777174,1.92199838636842,-0.701510135418185,-1.59009781365454
"49","female",29,"anon8",0.708333333333333,5.00333333333333,2.66666666666667,3.03333333333333,2.1,14.1572285143238,0.709884561695062,-0.605717818153759,0.198827419279491,1.03930627205428,0.031227222123577
"50","female",30,"anon10",0.291666666666667,7.0154347826087,3,3.86666666666667,2.45,4.15749950936341,2.30683435611333,-1.41966713179965,0.629620161051723,2.12731652672457,0.571668900716282
"51","female",30,"anon142",0.333333333333333,1.77204166666667,1,3.56666666666667,2.75,18.8106938794705,-1.85470310591345,-0.226939059433677,-1.95513628958167,1.73563283504327,1.03490462522431
"52","female",30,"anon153",0.625,4.26970833333333,1,3.6,1.6,14.638002205459,0.127626498438843,-0.566584216060703,-1.95513628958167,1.77915324523008,-0.740832318723144
"53","female",30,"anon182",0.583333333333333,4.96452380952381,2.33333333333333,3.53333333333333,2.2,11.7500359694979,0.679082505918297,-0.80165639995959,-0.23196532249274,1.69211242485646,0.185639130292921
"54","female",30,"anon279",1,3.23425,3.33333333333333,1.1,2.2,30.919069336013,-0.69418841210698,0.758648038709752,1.06041290282395,-1.48487751878079,0.185639130292921
"55","female",30,"anon28",1,3.27408333333333,3,1.93333333333333,1.75,30.5429000483596,-0.662573786760643,0.728028935597231,0.629620161051723,-0.396867264110503,-0.509214456469128
"56","female",30,"anon309",0.916666666666667,6.49408333333333,2.33333333333333,1.76666666666667,3.05,14.1154127475009,1.89305199437417,-0.609121501862403,-0.23196532249274,-0.614469315044561,1.49814034973235
"57","female",30,"anon389",0.75,4.994,3,1.9,1.1,15.0180216259511,0.702476950735251,-0.53565172315732,0.629620161051723,-0.440387674297315,-1.51289185956987
"58","female",31,"anon109",0.875,2.47879166666667,3.66666666666667,1.93333333333333,1.5,35.2994570607319,-1.29377499385847,1.11519905926933,1.49120564459619,-0.396867264110503,-0.895244226892489
"59","female",31,"anon113",0.583333333333333,3.330625,3,1.7,3.1,17.5142303121286,-0.617698215008574,-0.332467482282072,0.629620161051723,-0.701510135418185,1.57534630381702
"60","female",31,"anon146",0.75,3.856,1,4.56666666666667,2.4,19.4502074688797,-0.200722471293139,-0.174884484063822,-1.95513628958167,3.04124514064762,0.49446294663161
"61","female",31,"anon289",0.875,6.93758333333333,2.33333333333333,2.76666666666667,2.85,12.6124611115782,2.24504579373233,-0.731457462356474,-0.23196532249274,0.691142990559788,1.18931653339366
"62","female",31,"anon360",0.458333333333333,5.12308695652174,1.66666666666667,1.96666666666667,1.55,8.94642892504236,0.804929731510153,-1.02986198717454,-1.0935508060372,-0.353346853923692,-0.818038272807816
"63","female",31,"anon44",0.625,6.36604166666667,2.33333333333333,4.03333333333333,3.25,9.81771770789017,1.79142883151926,-0.958941574587904,-0.23196532249274,2.34491857765863,1.80696416607104
"64","female",31,"anon66",0.791666666666667,4.222625,3,2.46666666666667,2.45,18.7482115192959,0.0902577467219389,-0.232024944676555,0.629620161051723,0.299459298878484,0.571668900716282
"65","female",31,"anon69",0.791666666666667,3.00439130434783,3.66666666666667,1.4,1.4,26.3503181333603,-0.876620961369935,0.386764770295848,1.49120564459619,-1.09319382709949,-1.04965613506183
"66","female",31,"anon98",0.708333333333333,2.42295833333333,2.33333333333333,2.26666666666667,1.85,29.2342350088563,-1.3380883808502,0.62150734784543,-0.23196532249274,0.0383368377576134,-0.354802548299784
"67","female",32,"anon119",0.791666666666667,4.57991666666667,1,1.06666666666667,2.2,17.2856129114431,0.373830353777206,-0.351076284208924,-1.95513628958167,-1.52839792896761,0.185639130292921
"68","female",32,"anon121",0.666666666666667,4.23604347826087,3.33333333333333,2.6,2.1,15.7379561868985,0.100907625289354,-0.477051110934491,1.06041290282395,0.47354093962573,0.031227222123577
"69","female",32,"anon129",0.5,4.30038095238095,1.33333333333333,1,1.3,11.6268769101298,0.151970515834191,-0.811681194810751,-1.52434354780943,-1.61543874934123,-1.20406804323118
"70","female",32,"anon138",0.708333333333333,3.02279166666667,2,1.6,1.25,23.433084758846,-0.862017097915199,0.149310325105085,-0.662758064264971,-0.83207136597862,-1.28127399731585
"71","female",32,"anon139",0.625,2.85625,2.66666666666667,1.36666666666667,1.55,21.8818380743982,-0.994196655979327,0.0230432859207849,0.198827419279491,-1.1367142372863,-0.818038272807816
"72","female",32,"anon372",0.916666666666667,5.68483333333333,3.33333333333333,2.23333333333333,2.05,16.1247764519628,1.25077244052841,-0.445565048752481,1.06041290282395,-0.00518357242919811,-0.0459787319610955
"73","female",32,"anon89",0.916666666666667,5.60608333333333,2.33333333333333,1.93333333333333,2.2,16.3512850623579,1.188270723055,-0.427127896318204,-0.23196532249274,-0.396867264110503,0.185639130292921
"74","female",33,"anon116",0.875,4.07279166666667,1.33333333333333,2.56666666666667,3.3,21.4840353156619,-0.0286608649364564,-0.00933671980530103,-1.52434354780943,0.430020529438919,1.88417012015571
"75","female",33,"anon210",0.833333333333333,3.12375,1,1,1.35,26.6773376017074,-0.781889234720457,0.413383218823589,-1.95513628958167,-1.61543874934123,-1.1268620891465
"76","female",33,"anon262",0.625,4.85725,1,2.93333333333333,2.4,12.867363219929,0.593942222297305,-0.710709160473888,-1.95513628958167,0.908745041493846,0.49446294663161
"77","female",33,"anon319",0.875,4.570125,3.66666666666667,2.73333333333333,3.75,19.146084625694,0.366058976207761,-0.199639212852191,1.49120564459619,0.647622580372977,2.57902370691776
"78","female",33,"anon349",0.833333333333333,4.07854166666667,1.66666666666667,2.06666666666667,2.5,20.4321397558359,-0.0240972474701443,-0.0949580069944604,-1.0935508060372,-0.222785623363256,0.648874854800954
"79","female",33,"anon386",0.583333333333333,4.95291304347826,3,2.3,2.6,11.7775807532385,0.669867359009996,-0.79941433341868,0.629620161051723,0.0818572479444249,0.803286762970298
"80","female",33,"anon4",0.583333333333333,3.36983333333333,3,1.76666666666667,1.55,17.310450566299,-0.58657963503901,-0.349054570209219,0.629620161051723,-0.614469315044561,-0.818038272807816
"81","female",33,"anon57",0.583333333333333,4.25054166666667,3.66666666666667,3.16666666666667,2.5,13.7237410918216,0.112414440217803,-0.641002453351846,1.49120564459619,1.21338791280153,0.648874854800954
"82","female",34,"anon12",0.833333333333333,4.2785,1.66666666666667,2.16666666666667,2.2,19.4772311168244,0.134604203405451,-0.172684836484779,-1.0935508060372,-0.0922243928028217,0.185639130292921
"83","female",34,"anon205",0.791666666666667,2.91583333333333,1.33333333333333,1.5,2.1,27.1506144612746,-0.946906996726962,0.451906600289046,-1.52434354780943,-0.962632596539055,0.031227222123577
"84","female",34,"anon271",0.791666666666667,4.35345833333333,2.66666666666667,2.9,2.15,18.1847764708134,0.194096578926433,-0.277886944613635,0.198827419279491,0.865224631307035,0.108433176208249
"85","female",34,"anon59",0.875,4.28033333333333,3,1.46666666666667,3.1,20.4423331516237,0.136059269843985,-0.0941282937591254,0.629620161051723,-1.00615300672587,1.57534630381702
"86","female",34,"anon77",0.916666666666667,4.09725,2.33333333333333,1.96666666666667,2.25,22.372729676409,-0.00924895585873714,0.0630004569934169,-0.23196532249274,-0.353346853923692,0.262845084377593
"87","female",35,"anon161",0.958333333333333,5.85978260869565,1.66666666666667,3.13333333333333,3.35,16.354417856922,1.38962488726965,-0.426872895809285,-1.0935508060372,1.16986750261472,1.96137607424038
"88","female",35,"anon173",0.708333333333333,3.386875,1.33333333333333,3.06666666666667,2.55,20.9140677861844,-0.573054131098998,-0.0557304449941019,-1.52434354780943,1.08282668224109,0.726080808885626
"89","female",35,"anon181",0.75,5.104125,1.66666666666667,2.13333333333333,2.2,14.6939975020204,0.789880146122664,-0.562026359224686,-1.0935508060372,-0.135744802989633,0.185639130292921
"90","female",35,"anon212",0.875,5.28116666666667,1,1.53333333333333,3.2,16.5683087701581,0.93039326651658,-0.409462787801635,-1.95513628958167,-0.919112186352243,1.72975821198636
"91","female",35,"anon41",0.666666666666667,3.66069565217391,2.66666666666667,3.5,2.55,18.2114748127385,-0.355730181377632,-0.275713776013303,0.198827419279491,1.64859201466964,0.726080808885626
"92","female",35,"anon95",0.708333333333333,5.62770833333333,2.33333333333333,2.6,2,12.586532410321,1.20543389309135,-0.733567984409784,-0.23196532249274,0.47354093962573,-0.123184686045767
"93","female",36,"anon17",0.625,2.71170833333333,1,3.8,2.95,23.0482014720118,-1.10891541678104,0.1179819274058,-1.95513628958167,2.04027570635095,1.343728441563
"94","female",36,"anon179",0.708333333333333,4.08529166666667,3,1.56666666666667,2.1,17.3386233133089,-0.018739957400995,-0.346761389255931,0.629620161051723,-0.875591776165431,0.031227222123577
"95","female",36,"anon184",0.833333333333333,4.88790909090909,2.66666666666667,2.23333333333333,2.9,17.0488713647157,0.618275502779736,-0.37034636836567,0.198827419279491,-0.00518357242919811,1.26652248747833
"96","female",36,"anon275",0.833333333333333,4.32933333333333,2,2.03333333333333,2.15,19.2485371111796,0.174949227382993,-0.191299873836015,-0.662758064264971,-0.266306033550068,0.108433176208249
"97","female",36,"anon31",0.5,2.33291666666667,1,2.73333333333333,2.45,21.4323986426148,-1.4095519847973,-0.0135397971651779,-1.95513628958167,0.647622580372977,0.571668900716282
"98","female",36,"anon330",0.833333333333333,4.01204166666667,3,3,1.75,20.7708045571145,-0.0768764755587976,-0.0673916617045039,0.629620161051723,0.99578586186747,-0.509214456469128
"99","female",36,"anon350",1,4.49329166666667,2.66666666666667,1.23333333333333,1.15,22.2553992525895,0.305078464556459,0.0534500963896185,0.198827419279491,-1.31079587803355,-1.43568590548519
"100","female",36,"anon353",0.958333333333333,3.15970833333333,2.33333333333333,1.03333333333333,1.8,30.3298036474886,-0.753350090710113,0.710683498621555,-0.23196532249274,-1.57191833915442,-0.432008502384456
"101","female",36,"anon398",0.583333333333333,3.52054166666667,1,3.06666666666667,1.75,16.5694199519487,-0.466966559853133,-0.409372340784988,-1.95513628958167,1.08282668224109,-0.509214456469128
"102","female",37,"anon106",0.458333333333333,1.2925,1.66666666666667,1.86666666666667,1.4,35.4609929078014,-2.23530218866553,1.12834761477381,-1.0935508060372,-0.483908084484126,-1.04965613506183
"103","female",37,"anon260",1,4.87616666666667,4,1.46666666666667,1.9,20.5079126362922,0.608955862367636,-0.0887903114489378,1.92199838636842,-1.00615300672587,-0.277596594215112
"104","female",37,"anon277",0.666666666666667,3.03475,1,2.7,1.2,21.9677623088118,-0.852526096372941,0.0300372726170024,-1.95513628958167,0.604102170186165,-1.35847995140052
"105","female",38,"anon111",0.666666666666667,4.52979166666667,3.66666666666667,1.1,2.3,14.7173803063055,0.334047514560006,-0.560123065896488,1.49120564459619,-1.48487751878079,0.340051038462265
"106","female",38,"anon145",0.791666666666667,6.48882608695652,2.66666666666667,2.56666666666667,2.9,12.2004605464466,1.88887946195853,-0.764993128877462,0.198827419279491,0.430020529438919,1.26652248747833
"107","female",38,"anon177",0.833333333333333,4.798875,2.66666666666667,1.3,1.85,17.3651810754257,0.547611584106701,-0.344599663449544,0.198827419279491,-1.22375505765992,-0.354802548299784
"108","female",38,"anon20",0.75,4.34445833333333,1.66666666666667,1.63333333333333,2.25,17.2633719201665,0.186953525500901,-0.35288663722703,-1.0935508060372,-0.788550955791808,0.262845084377593
"109","female",38,"anon243",1,4.51766666666667,4,1.3,2.6,22.1353205932266,0.324424234250609,0.0436760372802683,1.92199838636842,-1.22375505765992,0.803286762970298
"110","female",38,"anon248",0.791666666666667,4.891,2.33333333333333,3.36666666666667,3.4,16.186192326041,0.62072867264305,-0.4405659724247,-0.23196532249274,1.4745103739224,2.03858202832505
"111","female",38,"anon278",0.833333333333333,5.16691666666667,1.66666666666667,3.5,2.85,16.128251858781,0.839716171642464,-0.44528216058692,-1.0935508060372,1.64859201466964,1.18931653339366
"112","female",38,"anon306",0.791666666666667,3.7075,3,1,1.05,21.3531130591144,-0.318582852814418,-0.0199934166822777,0.629620161051723,-1.61543874934123,-1.59009781365454
"113","female",38,"anon320",0.666666666666667,2.71866666666667,3,1.76666666666667,2.75,24.5218244237371,-1.10339277825297,0.237930616968755,0.629620161051723,-0.614469315044561,1.03490462522431
"114","female",38,"anon354",0.875,3.82308333333333,2.33333333333333,1.8,1.55,22.8872855679316,-0.226847527803186,0.104883833485877,-0.23196532249274,-0.57094890485775,-0.818038272807816
"115","female",38,"anon370",0.875,3.12483333333333,2.66666666666667,1.6,2.25,28.001493412982,-0.78102942273405,0.521165711050389,0.198827419279491,-0.83207136597862,0.262845084377593
"116","female",39,"anon238",0.791666666666667,3.41108333333333,1,3.83333333333333,2.1,23.2086580509613,-0.553840640171988,0.131042633575052,-1.95513628958167,2.08379611653776,0.031227222123577
"117","female",39,"anon280",0.833333333333333,4.65666666666667,3.33333333333333,1.63333333333333,1.9,17.8954903364352,0.434744726044937,-0.301434007779808,1.06041290282395,-0.788550955791808,-0.277596594215112
"118","female",39,"anon283",0.666666666666667,6.859,2.33333333333333,1.83333333333333,1.7,9.71958983330903,2.18267635502606,-0.966928902657018,-0.23196532249274,-0.527428494670938,-0.5864204105538
"119","female",40,"anon117",0.916666666666667,3.782625,3,1.6,1.9,24.2336120198716,-0.258958198526296,0.214470952392421,0.629620161051723,-0.83207136597862,-0.277596594215112
"120","female",40,"anon245",0.625,3.14729166666667,1,3.4,2.75,19.8583438141259,-0.763204858862005,-0.141663353978964,-1.95513628958167,1.51803078410921,1.03490462522431
"121","female",40,"anon387",0.875,5.13160869565217,2,2.23333333333333,2.5,17.0511832038432,0.811693202386502,-0.370158191279054,-0.662758064264971,-0.00518357242919811,0.648874854800954
"122","female",41,"anon120",1,3.06058333333333,4,1.2,2.15,32.6735099518066,-0.832022887466321,0.9014544821993,1.92199838636842,-1.35431628822036,0.108433176208249
"123","female",41,"anon267",0.791666666666667,4.06079166666667,2,1.93333333333333,2.3,19.4953775433772,-0.0381849361704988,-0.171207769313215,-0.662758064264971,-0.396867264110503,0.340051038462265
"124","female",41,"anon292",0.916666666666667,3.152625,3,1.46666666666667,1.65,29.0762988514862,-0.758971938313541,0.608651796777249,0.629620161051723,-1.00615300672587,-0.663626364638472
"125","female",41,"anon305",0.833333333333333,5.057,1.33333333333333,2.6,2.1,16.4788082525872,0.752478324713976,-0.41674787370863,-1.52434354780943,0.47354093962573,0.031227222123577
"126","female",41,"anon333",0.666666666666667,3.2535,1,2.56666666666667,2.4,20.4907535474617,-0.678910214502369,-0.0901870121564687,-1.95513628958167,0.430020529438919,0.49446294663161
"127","female",41,"anon352",0.916666666666667,3.669125,3,1.13333333333333,1.95,24.9832498665667,-0.349040038948284,0.275489327040159,0.629620161051723,-1.44135710859398,-0.20039064013044
"128","female",41,"anon383",0.791666666666667,3.99125,2.33333333333333,2.06666666666667,3.55,19.8350558513415,-0.0933782517594482,-0.143558927480525,-0.23196532249274,-0.222785623363256,2.27019989057907
"129","female",42,"anon186",0.708333333333333,6.15369565217391,2.33333333333333,2.5,1.65,11.5106981783069,1.62289561749475,-0.821137810983107,-0.23196532249274,0.342979709065295,-0.663626364638472
"130","female",42,"anon264",0.583333333333333,6.01727272727273,2.33333333333333,2.66666666666667,2.35,9.69431434758523,1.51462047960181,-0.968986254835937,-0.23196532249274,0.560581759999353,0.417256992546938
"131","female",42,"anon34",0.666666666666667,3.80625,1,2.1,1.1,17.5150519978106,-0.240207683284274,-0.33240059941989,-1.95513628958167,-0.179265213176445,-1.51289185956987
"132","female",43,"anon214",0.833333333333333,6.41565217391304,3,3.16666666666667,2.45,12.9890665943797,1.83080333193355,-0.700802854207647,0.629620161051723,1.21338791280153,0.571668900716282
"133","female",43,"anon287",0.708333333333333,4.34375,3,1.86666666666667,3.1,16.3069544364508,0.186391340740558,-0.430736282356726,0.629620161051723,-0.483908084484126,1.57534630381702
"134","female",43,"anon304",0.916666666666667,3.8695,3,2.03333333333333,3,23.6895378386527,-0.19000789115484,0.170184871624046,0.629620161051723,-0.266306033550068,1.42093439564768
"135","female",43,"anon85",0.916666666666667,2.98595833333333,4,1.36666666666667,1.05,30.6992450776551,-0.891250705453024,0.740754973395248,1.92199838636842,-1.1367142372863,-1.59009781365454
"136","female",44,"anon112",0.541666666666667,2.92229166666667,2.33333333333333,3.46666666666667,2.8,18.5356811862836,-0.941781194500307,-0.249324305349075,-0.23196532249274,1.60507160448283,1.11211057930899
"137","female",44,"anon239",0.791666666666667,4.23770833333333,2.66666666666667,1.6,1.1,18.6814807531586,0.102228975148062,-0.237456638002395,0.198827419279491,-0.83207136597862,-1.51289185956987
"138","female",44,"anon24",0.916666666666667,5.12575,2,1.43333333333333,1.95,17.8835617551903,0.807043316159012,-0.302404960143844,-0.662758064264971,-1.04967341691268,-0.20039064013044
"139","female",45,"anon100",0.916666666666667,4.38933333333333,2,3.33333333333333,3.45,20.8839611178615,0.222569583553207,-0.0581810416058164,-0.662758064264971,1.43098996373559,2.11578798240972
"140","female",45,"anon143",0.916666666666667,3.75216666666667,2.33333333333333,2.5,1.8,24.4303291431617,-0.283132143221036,0.23048316306383,-0.23196532249274,0.342979709065295,-0.432008502384456
"141","female",45,"anon361",0.75,3.402875,2,2.73333333333333,2.55,22.0401866069133,-0.560355369453608,0.0359324031452121,-0.662758064264971,0.647622580372977,0.726080808885626
"142","female",45,"anon62",0.958333333333333,5.84045833333333,2.66666666666667,1.83333333333333,1.9,16.4085295817252,1.3742877393449,-0.422468356322078,0.198827419279491,-0.527428494670938,-0.277596594215112
"143","female",46,"anon156",0.916666666666667,4.76358333333333,2.66666666666667,1.26666666666667,1.5,19.24321676609,0.519601555164915,-0.191732934695154,0.198827419279491,-1.26727546784674,-0.895244226892489
"144","female",47,"anon19",0.708333333333333,4.02895833333333,1,2.9,1.75,17.5810538290501,-0.0634501806941399,-0.32702823930792,-1.95513628958167,0.865224631307035,-0.509214456469128
"145","female",48,"anon329",0.833333333333333,3.81533333333333,1,3.33333333333333,2.25,21.8416914205836,-0.232998490475172,0.0197754632326507,-1.95513628958167,1.43098996373559,0.262845084377593
"146","female",50,"anon285",0.625,3.8865,1.66666666666667,1.76666666666667,1.2,16.0813070886402,-0.176515456906613,-0.449103330482271,-1.0935508060372,-0.614469315044561,-1.35847995140052
"147","female",51,"anon144",0.791666666666667,3.62925,2,2.16666666666667,1.95,21.8135060044545,-0.380687733986405,0.0174812510493308,-0.662758064264971,-0.0922243928028217,-0.20039064013044
"148","female",51,"anon356",0.625,5.02575,2.66666666666667,4.1,2.35,12.435954832612,0.727676055875323,-0.745824568159787,0.198827419279491,2.43195939803225,0.417256992546938
"149","female",52,"anon273",0.666666666666667,4.93517391304348,2.33333333333333,3.8,3.25,13.5084736305785,0.655788297185758,-0.658524608426472,-0.23196532249274,2.04027570635095,1.80696416607104
"150","female",52,"anon32",0.75,4.13421739130435,1,2.7,2.25,18.1412811425326,0.0200910498178747,-0.281427339816685,-1.95513628958167,0.604102170186165,0.262845084377593
